x,0.4682,0.4681,0.4683,0.473,0.4732,0.4736,0.4737,0.4735,0.4735,0.4735,0.4735,0.4733,0.4734,0.4734,0.4734,0.4731,0.4732,0.4731
y,0.4121,0.4122,0.4124,0.4147,0.4148,0.4151,0.4154,0.4153,0.4152,0.4154,0.4154,0.4153,0.4156,0.4155,0.4155,0.4153,0.4153,0.4154
Wavelength [nm],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)]
559,1.27332E-04,1.28442E-04,1.28306E-04,3.98501E-04,3.98710E-04,3.98994E-04,6.77988E-04,6.74580E-04,6.72816E-04,9.51445E-04,9.50725E-04,9.52797E-04,1.22120E-03,1.22248E-03,1.22425E-03,1.48582E-03,1.48349E-03,1.48851E-03
560,1.28546E-04,1.29451E-04,1.29757E-04,4.02021E-04,4.02280E-04,4.02625E-04,6.85120E-04,6.80382E-04,6.79751E-04,9.61468E-04,9.61069E-04,9.62212E-04,1.23316E-03,1.23433E-03,1.23712E-03,1.50082E-03,1.49689E-03,1.50270E-03
561,1.29532E-04,1.30779E-04,1.31076E-04,4.07432E-04,4.08271E-04,4.07317E-04,6.90805E-04,6.87976E-04,6.88150E-04,9.71018E-04,9.71289E-04,9.70445E-04,1.24392E-03,1.24400E-03,1.24811E-03,1.51556E-03,1.51281E-03,1.51700E-03
562,1.30531E-04,1.32276E-04,1.32132E-04,4.12883E-04,4.13900E-04,4.11750E-04,6.97721E-04,6.96601E-04,6.96007E-04,9.81536E-04,9.80984E-04,9.79956E-04,1.25623E-03,1.25547E-03,1.25886E-03,1.53107E-03,1.52989E-03,1.53134E-03
563,1.31632E-04,1.33642E-04,1.32811E-04,4.16893E-04,4.17381E-04,4.15003E-04,7.06248E-04,7.04820E-04,7.01847E-04,9.92597E-04,9.89472E-04,9.90903E-04,1.27024E-03,1.26938E-03,1.26957E-03,1.54638E-03,1.54570E-03,1.54476E-03
564,1.33094E-04,1.34864E-04,1.33581E-04,4.20677E-04,4.21037E-04,4.18827E-04,7.14587E-04,7.12881E-04,7.08362E-04,1.00375E-03,9.99440E-04,1.00243E-03,1.28549E-03,1.28414E-03,1.28243E-03,1.56261E-03,1.56217E-03,1.56068E-03
565,1.34846E-04,1.35804E-04,1.34598E-04,4.24760E-04,4.26045E-04,4.23860E-04,7.20470E-04,7.20012E-04,7.16488E-04,1.01328E-03,1.01119E-03,1.01245E-03,1.29941E-03,1.29665E-03,1.29676E-03,1.57813E-03,1.57851E-03,1.57892E-03
566,1.36651E-04,1.36782E-04,1.35782E-04,4.29469E-04,4.31407E-04,4.29194E-04,7.26023E-04,7.26630E-04,7.25120E-04,1.02260E-03,1.02340E-03,1.02238E-03,1.31206E-03,1.30882E-03,1.31140E-03,1.59291E-03,1.59477E-03,1.59738E-03
567,1.38540E-04,1.38363E-04,1.37293E-04,4.35755E-04,4.36804E-04,4.34662E-04,7.34958E-04,7.34705E-04,7.34389E-04,1.03519E-03,1.03663E-03,1.03579E-03,1.32658E-03,1.32546E-03,1.32779E-03,1.61052E-03,1.61414E-03,1.61719E-03
568,1.40156E-04,1.40040E-04,1.38858E-04,4.41980E-04,4.41505E-04,4.39384E-04,7.44646E-04,7.42801E-04,7.42574E-04,1.04769E-03,1.04855E-03,1.04937E-03,1.34106E-03,1.34277E-03,1.34289E-03,1.62912E-03,1.63277E-03,1.63562E-03
569,1.41645E-04,1.41625E-04,1.40672E-04,4.47733E-04,4.46550E-04,4.44207E-04,7.53962E-04,7.51702E-04,7.50682E-04,1.05947E-03,1.06054E-03,1.06250E-03,1.35774E-03,1.36036E-03,1.35827E-03,1.65197E-03,1.65191E-03,1.65566E-03
570,1.42913E-04,1.42963E-04,1.42536E-04,4.52475E-04,4.51640E-04,4.49146E-04,7.61966E-04,7.60572E-04,7.58360E-04,1.06996E-03,1.07187E-03,1.07399E-03,1.37503E-03,1.37649E-03,1.37309E-03,1.67526E-03,1.67020E-03,1.67471E-03
571,1.44319E-04,1.44482E-04,1.44620E-04,4.57407E-04,4.57596E-04,4.55523E-04,7.70815E-04,7.70778E-04,7.67547E-04,1.08276E-03,1.08498E-03,1.08661E-03,1.39477E-03,1.39415E-03,1.39069E-03,1.69855E-03,1.69155E-03,1.69422E-03
572,1.45886E-04,1.46186E-04,1.46606E-04,4.62603E-04,4.63819E-04,4.62514E-04,7.80375E-04,7.81312E-04,7.77478E-04,1.09731E-03,1.09915E-03,1.09985E-03,1.41413E-03,1.41217E-03,1.40936E-03,1.71958E-03,1.71428E-03,1.71407E-03
573,1.47770E-04,1.48143E-04,1.48214E-04,4.68498E-04,4.69877E-04,4.68923E-04,7.90838E-04,7.91455E-04,7.87433E-04,1.11284E-03,1.11410E-03,1.11358E-03,1.43057E-03,1.42991E-03,1.42731E-03,1.73928E-03,1.73707E-03,1.73733E-03
574,1.49941E-04,1.50338E-04,1.49648E-04,4.75001E-04,4.75849E-04,4.74747E-04,8.02201E-04,8.01497E-04,7.97639E-04,1.12893E-03,1.12958E-03,1.12790E-03,1.44547E-03,1.44791E-03,1.44486E-03,1.76009E-03,1.75988E-03,1.76372E-03
575,1.51988E-04,1.52482E-04,1.51467E-04,4.80877E-04,4.81811E-04,4.80741E-04,8.13296E-04,8.11877E-04,8.08407E-04,1.14429E-03,1.14393E-03,1.14182E-03,1.46280E-03,1.46622E-03,1.46294E-03,1.78386E-03,1.78206E-03,1.78717E-03
576,1.53868E-04,1.54539E-04,1.53923E-04,4.86273E-04,4.88130E-04,4.87568E-04,8.24215E-04,8.23194E-04,8.20167E-04,1.15937E-03,1.15778E-03,1.15622E-03,1.48502E-03,1.48608E-03,1.48307E-03,1.81160E-03,1.80537E-03,1.80752E-03
577,1.55569E-04,1.56307E-04,1.56154E-04,4.91782E-04,4.93772E-04,4.93798E-04,8.34011E-04,8.33120E-04,8.30362E-04,1.17308E-03,1.17101E-03,1.17069E-03,1.50620E-03,1.50488E-03,1.50205E-03,1.83597E-03,1.82855E-03,1.82769E-03
578,1.57330E-04,1.57964E-04,1.57823E-04,4.98355E-04,4.98888E-04,4.99160E-04,8.43303E-04,8.41706E-04,8.38753E-04,1.18642E-03,1.18502E-03,1.18595E-03,1.52425E-03,1.52284E-03,1.51986E-03,1.85512E-03,1.85250E-03,1.85163E-03
579,1.59226E-04,1.59874E-04,1.59359E-04,5.05326E-04,5.04410E-04,5.04263E-04,8.52677E-04,8.51331E-04,8.47325E-04,1.20016E-03,1.19945E-03,1.20022E-03,1.54103E-03,1.54056E-03,1.53797E-03,1.87345E-03,1.87517E-03,1.87634E-03
580,1.61411E-04,1.62373E-04,1.61314E-04,5.12543E-04,5.11470E-04,5.10249E-04,8.63441E-04,8.64347E-04,8.58412E-04,1.21598E-03,1.21502E-03,1.21349E-03,1.55999E-03,1.56008E-03,1.55890E-03,1.89660E-03,1.89689E-03,1.90065E-03
581,1.63570E-04,1.64779E-04,1.63437E-04,5.19900E-04,5.18880E-04,5.17061E-04,8.75036E-04,8.77397E-04,8.70051E-04,1.23263E-03,1.23093E-03,1.22721E-03,1.58009E-03,1.58038E-03,1.58016E-03,1.92157E-03,1.91813E-03,1.92385E-03
582,1.65257E-04,1.66240E-04,1.65247E-04,5.26815E-04,5.24850E-04,5.23850E-04,8.85813E-04,8.86142E-04,8.79308E-04,1.24748E-03,1.24516E-03,1.24170E-03,1.59829E-03,1.59870E-03,1.59755E-03,1.94278E-03,1.93789E-03,1.94396E-03
583,1.66952E-04,1.67307E-04,1.67035E-04,5.33631E-04,5.30549E-04,5.30371E-04,8.96329E-04,8.93556E-04,8.88855E-04,1.26212E-03,1.25923E-03,1.25762E-03,1.61650E-03,1.61694E-03,1.61426E-03,1.96375E-03,1.95977E-03,1.96455E-03
584,1.68978E-04,1.68542E-04,1.68922E-04,5.39784E-04,5.36749E-04,5.35569E-04,9.05919E-04,9.02453E-04,9.00576E-04,1.27647E-03,1.27289E-03,1.27299E-03,1.63450E-03,1.63478E-03,1.63180E-03,1.98604E-03,1.98387E-03,1.98616E-03
585,1.71178E-04,1.70189E-04,1.70851E-04,5.45180E-04,5.43556E-04,5.40301E-04,9.15424E-04,9.12681E-04,9.12699E-04,1.29027E-03,1.28700E-03,1.28767E-03,1.65291E-03,1.65275E-03,1.65028E-03,2.00918E-03,2.00816E-03,2.00844E-03
586,1.73252E-04,1.72357E-04,1.72729E-04,5.50097E-04,5.50782E-04,5.46270E-04,9.26387E-04,9.23041E-04,9.22310E-04,1.30355E-03,1.30297E-03,1.30255E-03,1.67289E-03,1.67189E-03,1.66949E-03,2.03235E-03,2.03033E-03,2.03105E-03
587,1.75378E-04,1.74777E-04,1.74557E-04,5.55297E-04,5.57231E-04,5.53365E-04,9.38222E-04,9.33920E-04,9.30906E-04,1.31726E-03,1.31999E-03,1.31782E-03,1.69339E-03,1.69122E-03,1.68911E-03,2.05606E-03,2.05150E-03,2.05396E-03
588,1.77881E-04,1.76851E-04,1.76282E-04,5.61425E-04,5.60848E-04,5.59987E-04,9.48458E-04,9.45987E-04,9.41970E-04,1.33199E-03,1.33499E-03,1.33233E-03,1.71092E-03,1.70754E-03,1.70767E-03,2.08020E-03,2.07348E-03,2.07597E-03
589,1.80412E-04,1.78600E-04,1.77997E-04,5.68442E-04,5.63022E-04,5.66054E-04,9.57482E-04,9.58483E-04,9.55323E-04,1.34743E-03,1.34791E-03,1.34643E-03,1.72631E-03,1.72270E-03,1.72509E-03,2.10417E-03,2.09683E-03,2.09759E-03
590,1.82165E-04,1.80688E-04,1.80027E-04,5.76054E-04,5.68426E-04,5.73146E-04,9.68719E-04,9.70024E-04,9.68181E-04,1.36332E-03,1.36214E-03,1.36260E-03,1.74508E-03,1.74390E-03,1.74362E-03,2.12821E-03,2.12227E-03,2.12210E-03
591,1.83169E-04,1.83119E-04,1.82279E-04,5.83594E-04,5.77662E-04,5.80961E-04,9.81954E-04,9.79974E-04,9.78968E-04,1.37901E-03,1.37792E-03,1.38008E-03,1.76732E-03,1.76999E-03,1.76354E-03,2.15119E-03,2.14813E-03,2.14882E-03
592,1.84569E-04,1.85197E-04,1.84267E-04,5.90300E-04,5.86734E-04,5.87263E-04,9.93141E-04,9.89194E-04,9.88229E-04,1.39427E-03,1.39242E-03,1.39506E-03,1.78755E-03,1.79089E-03,1.78374E-03,2.17163E-03,2.17124E-03,2.17368E-03
593,1.86841E-04,1.86806E-04,1.86014E-04,5.96211E-04,5.93917E-04,5.91780E-04,1.00166E-03,9.99067E-04,9.97446E-04,1.40967E-03,1.40556E-03,1.40739E-03,1.80482E-03,1.80483E-03,1.80426E-03,2.19113E-03,2.19223E-03,2.19592E-03
594,1.88944E-04,1.88471E-04,1.88038E-04,6.01541E-04,6.00463E-04,5.96470E-04,1.01088E-03,1.00979E-03,1.00753E-03,1.42438E-03,1.41924E-03,1.42038E-03,1.82269E-03,1.82084E-03,1.82365E-03,2.21215E-03,2.21387E-03,2.21641E-03
595,1.90308E-04,1.90494E-04,1.90483E-04,6.06580E-04,6.07325E-04,6.02543E-04,1.02250E-03,1.02092E-03,1.01856E-03,1.43782E-03,1.43455E-03,1.43563E-03,1.84276E-03,1.84324E-03,1.84128E-03,2.23574E-03,2.23719E-03,2.23609E-03
596,1.91780E-04,1.92644E-04,1.92666E-04,6.12028E-04,6.14507E-04,6.09444E-04,1.03439E-03,1.03132E-03,1.02947E-03,1.45086E-03,1.45108E-03,1.45099E-03,1.86247E-03,1.86490E-03,1.85943E-03,2.26082E-03,2.26000E-03,2.25680E-03
597,1.94049E-04,1.94708E-04,1.94218E-04,6.18543E-04,6.21781E-04,6.16637E-04,1.04504E-03,1.04082E-03,1.03967E-03,1.46484E-03,1.46831E-03,1.46519E-03,1.88050E-03,1.88131E-03,1.88006E-03,2.28638E-03,2.28157E-03,2.28025E-03
598,1.96459E-04,1.96362E-04,1.95608E-04,6.25352E-04,6.27439E-04,6.23177E-04,1.05436E-03,1.05037E-03,1.04849E-03,1.47917E-03,1.48322E-03,1.47820E-03,1.89730E-03,1.89621E-03,1.89973E-03,2.30814E-03,2.30215E-03,2.30316E-03
599,1.98450E-04,1.97564E-04,1.97402E-04,6.31898E-04,6.30770E-04,6.28742E-04,1.06332E-03,1.06118E-03,1.05633E-03,1.49387E-03,1.49469E-03,1.49121E-03,1.91452E-03,1.91448E-03,1.91644E-03,2.32457E-03,2.32351E-03,2.32405E-03
600,2.00248E-04,1.98931E-04,1.99379E-04,6.37757E-04,6.34275E-04,6.34017E-04,1.07295E-03,1.07176E-03,1.06489E-03,1.50849E-03,1.50666E-03,1.50509E-03,1.93196E-03,1.93410E-03,1.93234E-03,2.34076E-03,2.34601E-03,2.34566E-03
601,2.02179E-04,2.01026E-04,2.01178E-04,6.42716E-04,6.40459E-04,6.39783E-04,1.08391E-03,1.08047E-03,1.07570E-03,1.52255E-03,1.52280E-03,1.52034E-03,1.94912E-03,1.95190E-03,1.94985E-03,2.36208E-03,2.36929E-03,2.37044E-03
602,2.04116E-04,2.03347E-04,2.02778E-04,6.47674E-04,6.47872E-04,6.46187E-04,1.09485E-03,1.08895E-03,1.08787E-03,1.53627E-03,1.53937E-03,1.53622E-03,1.96671E-03,1.96814E-03,1.96812E-03,2.38777E-03,2.39190E-03,2.39468E-03
603,2.05745E-04,2.05103E-04,2.04207E-04,6.53430E-04,6.53902E-04,6.52842E-04,1.10374E-03,1.09904E-03,1.09945E-03,1.54950E-03,1.55071E-03,1.55103E-03,1.98491E-03,1.98344E-03,1.98477E-03,2.41399E-03,2.41147E-03,2.41285E-03
604,2.07201E-04,2.06683E-04,2.05792E-04,6.59906E-04,6.59281E-04,6.59501E-04,1.11236E-03,1.11050E-03,1.11044E-03,1.56343E-03,1.56072E-03,1.56514E-03,2.00461E-03,2.00019E-03,2.00171E-03,2.43866E-03,2.43087E-03,2.42952E-03
605,2.08386E-04,2.08466E-04,2.07516E-04,6.65379E-04,6.64605E-04,6.64698E-04,1.12150E-03,1.12007E-03,1.11941E-03,1.57646E-03,1.57332E-03,1.57666E-03,2.02267E-03,2.01713E-03,2.01822E-03,2.45593E-03,2.44982E-03,2.44783E-03
606,2.09659E-04,2.10488E-04,2.09342E-04,6.70343E-04,6.69979E-04,6.69130E-04,1.13132E-03,1.12806E-03,1.12725E-03,1.58878E-03,1.58817E-03,1.58777E-03,2.03835E-03,2.03441E-03,2.03484E-03,2.47006E-03,2.46945E-03,2.46881E-03
607,2.11403E-04,2.12443E-04,2.11066E-04,6.75814E-04,6.74770E-04,6.74012E-04,1.14075E-03,1.13578E-03,1.13510E-03,1.60034E-03,1.60157E-03,1.60126E-03,2.05082E-03,2.05128E-03,2.05113E-03,2.48811E-03,2.48964E-03,2.49040E-03
608,2.13481E-04,2.14306E-04,2.12769E-04,6.81515E-04,6.79614E-04,6.79619E-04,1.14960E-03,1.14440E-03,1.14355E-03,1.61241E-03,1.61383E-03,1.61654E-03,2.06335E-03,2.06797E-03,2.06756E-03,2.51034E-03,2.51097E-03,2.51221E-03
609,2.15289E-04,2.16089E-04,2.14574E-04,6.85941E-04,6.85477E-04,6.85142E-04,1.15756E-03,1.15416E-03,1.15210E-03,1.62601E-03,1.62676E-03,1.62981E-03,2.08022E-03,2.08398E-03,2.08381E-03,2.53096E-03,2.53274E-03,2.53329E-03
610,2.16705E-04,2.17595E-04,2.16345E-04,6.89570E-04,6.91994E-04,6.90009E-04,1.16486E-03,1.16425E-03,1.16048E-03,1.64007E-03,1.63946E-03,1.64018E-03,2.09925E-03,2.09849E-03,2.09955E-03,2.54838E-03,2.55258E-03,2.55284E-03
611,2.18066E-04,2.18539E-04,2.17805E-04,6.94645E-04,6.97897E-04,6.94090E-04,1.17248E-03,1.17332E-03,1.16896E-03,1.65229E-03,1.64928E-03,1.64969E-03,2.11365E-03,2.11110E-03,2.11496E-03,2.56532E-03,2.56762E-03,2.57081E-03
612,2.19396E-04,2.19097E-04,2.18905E-04,7.00880E-04,7.02330E-04,6.97736E-04,1.18024E-03,1.18046E-03,1.17681E-03,1.66145E-03,1.65659E-03,1.65893E-03,2.12237E-03,2.12220E-03,2.12837E-03,2.58202E-03,2.57844E-03,2.58637E-03
613,2.20449E-04,2.19975E-04,2.19894E-04,7.05565E-04,7.05091E-04,7.01938E-04,1.18704E-03,1.18548E-03,1.18257E-03,1.66791E-03,1.66524E-03,1.66742E-03,2.13089E-03,2.13350E-03,2.13684E-03,2.59667E-03,2.58971E-03,2.59850E-03
614,2.21280E-04,2.21421E-04,2.21004E-04,7.08502E-04,7.07425E-04,7.06950E-04,1.19290E-03,1.18980E-03,1.18704E-03,1.67387E-03,1.67655E-03,1.67606E-03,2.14281E-03,2.14622E-03,2.14267E-03,2.60998E-03,2.60406E-03,2.60933E-03
615,2.21951E-04,2.22693E-04,2.22049E-04,7.11520E-04,7.11072E-04,7.10836E-04,1.19719E-03,1.19465E-03,1.19182E-03,1.68077E-03,1.68553E-03,1.68463E-03,2.15521E-03,2.15716E-03,2.15091E-03,2.62124E-03,2.61668E-03,2.62028E-03
616,2.22575E-04,2.23396E-04,2.22990E-04,7.15170E-04,7.16005E-04,7.13125E-04,1.20059E-03,1.20053E-03,1.19749E-03,1.68877E-03,1.69061E-03,1.69266E-03,2.16621E-03,2.16560E-03,2.16276E-03,2.63064E-03,2.62618E-03,2.63188E-03
617,2.23184E-04,2.23619E-04,2.23913E-04,7.17383E-04,7.18997E-04,7.15297E-04,1.20505E-03,1.20601E-03,1.20217E-03,1.69512E-03,1.69487E-03,1.69830E-03,2.17471E-03,2.17362E-03,2.17177E-03,2.63799E-03,2.63528E-03,2.64157E-03
618,2.24111E-04,2.23869E-04,2.25046E-04,7.18137E-04,7.19707E-04,7.18750E-04,1.21210E-03,1.21110E-03,1.20613E-03,1.70038E-03,1.70163E-03,1.70274E-03,2.18273E-03,2.18380E-03,2.17739E-03,2.64615E-03,2.64724E-03,2.65049E-03
619,2.25451E-04,2.24561E-04,2.26079E-04,7.19016E-04,7.21027E-04,7.21909E-04,1.21803E-03,1.21455E-03,1.20960E-03,1.70566E-03,1.70802E-03,1.70690E-03,2.19008E-03,2.19157E-03,2.18337E-03,2.65426E-03,2.65636E-03,2.65770E-03
620,2.26990E-04,2.25744E-04,2.26745E-04,7.21166E-04,7.24388E-04,7.23827E-04,1.22080E-03,1.21638E-03,1.21301E-03,1.71153E-03,1.71259E-03,1.71149E-03,2.19655E-03,2.19482E-03,2.19226E-03,2.66218E-03,2.66050E-03,2.66361E-03
621,2.27753E-04,2.26539E-04,2.26862E-04,7.23874E-04,7.26769E-04,7.25160E-04,1.22244E-03,1.21895E-03,1.21627E-03,1.71616E-03,1.71730E-03,1.71561E-03,2.20076E-03,2.19703E-03,2.20157E-03,2.67052E-03,2.66552E-03,2.67017E-03
622,2.26918E-04,2.26047E-04,2.26034E-04,7.24927E-04,7.24802E-04,7.24979E-04,1.22238E-03,1.22117E-03,1.21684E-03,1.71532E-03,1.71965E-03,1.71557E-03,2.19817E-03,2.19686E-03,2.20433E-03,2.67364E-03,2.66961E-03,2.67283E-03
623,2.26264E-04,2.25585E-04,2.25255E-04,7.25107E-04,7.22007E-04,7.23968E-04,1.22234E-03,1.22282E-03,1.21650E-03,1.71425E-03,1.71925E-03,1.71583E-03,2.19521E-03,2.19750E-03,2.20277E-03,2.67249E-03,2.67143E-03,2.67276E-03
624,2.26973E-04,2.26104E-04,2.25234E-04,7.25054E-04,7.21337E-04,7.22677E-04,1.22307E-03,1.22325E-03,1.21653E-03,1.71655E-03,1.71622E-03,1.71882E-03,2.19633E-03,2.19988E-03,2.19919E-03,2.66862E-03,2.66946E-03,2.67069E-03
625,2.27511E-04,2.26732E-04,2.25497E-04,7.24551E-04,7.21790E-04,7.21500E-04,1.22294E-03,1.22186E-03,1.21636E-03,1.71861E-03,1.71357E-03,1.71951E-03,2.19770E-03,2.19902E-03,2.19470E-03,2.66571E-03,2.66524E-03,2.66700E-03
626,2.26795E-04,2.26836E-04,2.25811E-04,7.24257E-04,7.22885E-04,7.21473E-04,1.22219E-03,1.22001E-03,1.21684E-03,1.71898E-03,1.71555E-03,1.71626E-03,2.19821E-03,2.19447E-03,2.19319E-03,2.66922E-03,2.66359E-03,2.66576E-03
627,2.25529E-04,2.26243E-04,2.25973E-04,7.23301E-04,7.23428E-04,7.20803E-04,1.22041E-03,1.21742E-03,1.21615E-03,1.71628E-03,1.71649E-03,1.71214E-03,2.19607E-03,2.18994E-03,2.19324E-03,2.67004E-03,2.65989E-03,2.66514E-03
628,2.24499E-04,2.24904E-04,2.25689E-04,7.20544E-04,7.21970E-04,7.17468E-04,1.21668E-03,1.21312E-03,1.21211E-03,1.70891E-03,1.71003E-03,1.70900E-03,2.18885E-03,2.18720E-03,2.19097E-03,2.65827E-03,2.64850E-03,2.66107E-03
629,2.24220E-04,2.23904E-04,2.25290E-04,7.18381E-04,7.19978E-04,7.14316E-04,1.21415E-03,1.21023E-03,1.20875E-03,1.70222E-03,1.70365E-03,1.70721E-03,2.18199E-03,2.18611E-03,2.18703E-03,2.64579E-03,2.64016E-03,2.65765E-03
630,2.24006E-04,2.23334E-04,2.24251E-04,7.16348E-04,7.16460E-04,7.11747E-04,1.21096E-03,1.20698E-03,1.20538E-03,1.69504E-03,1.69879E-03,1.70008E-03,2.17265E-03,2.17755E-03,2.17474E-03,2.63552E-03,2.63517E-03,2.64862E-03
631,2.23333E-04,2.22732E-04,2.22741E-04,7.13838E-04,7.12868E-04,7.10247E-04,1.20656E-03,1.20318E-03,1.20097E-03,1.68872E-03,1.69343E-03,1.69087E-03,2.16272E-03,2.16549E-03,2.16052E-03,2.62665E-03,2.62959E-03,2.63395E-03
