x,0.4688,0.4687,0.4687,0.4738,0.4738,0.4737,0.4741,0.4742,0.474,0.474,0.4741,0.4741,0.474,0.474,0.474,0.4737,0.4738,0.4738,0.4737,0.4736,0.4735,0.4732,0.4733,0.4733,0.4731,0.4731,0.4731
y,0.4202,0.4202,0.4202,0.4228,0.4229,0.4228,0.4231,0.4233,0.4231,0.4232,0.4232,0.4233,0.4232,0.4233,0.4233,0.4232,0.4232,0.4232,0.4232,0.4231,0.4231,0.423,0.4229,0.423,0.4229,0.4229,0.4229
Wavelength [nm],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)]
690,4.25479E-04,4.28020E-04,4.28823E-04,1.36999E-03,1.36777E-03,1.36893E-03,2.31076E-03,2.32351E-03,2.32744E-03,3.26798E-03,3.24294E-03,3.27613E-03,4.16501E-03,4.14049E-03,4.17439E-03,5.06954E-03,5.07157E-03,5.05223E-03,5.93669E-03,5.93391E-03,5.91544E-03,6.78420E-03,6.80515E-03,6.79082E-03,7.59475E-03,7.66531E-03,7.64801E-03
691,4.13918E-04,4.15806E-04,4.19249E-04,1.33459E-03,1.33175E-03,1.33031E-03,2.24091E-03,2.25709E-03,2.26501E-03,3.19101E-03,3.15649E-03,3.19747E-03,4.04144E-03,4.03921E-03,4.09042E-03,4.94297E-03,4.93061E-03,4.92446E-03,5.77559E-03,5.79161E-03,5.74900E-03,6.60824E-03,6.66845E-03,6.62935E-03,7.43391E-03,7.45718E-03,7.41203E-03
692,4.03718E-04,4.05021E-04,4.08215E-04,1.30426E-03,1.29765E-03,1.28897E-03,2.19123E-03,2.19725E-03,2.20484E-03,3.10994E-03,3.06583E-03,3.09908E-03,3.93988E-03,3.94193E-03,3.97322E-03,4.82201E-03,4.80146E-03,4.80723E-03,5.63426E-03,5.64771E-03,5.61667E-03,6.45618E-03,6.47769E-03,6.44115E-03,7.27204E-03,7.25138E-03,7.20745E-03
693,3.94673E-04,3.93542E-04,3.96058E-04,1.27409E-03,1.26103E-03,1.25849E-03,2.14183E-03,2.13952E-03,2.14665E-03,3.01815E-03,2.98441E-03,3.01145E-03,3.84421E-03,3.83885E-03,3.85381E-03,4.68548E-03,4.66736E-03,4.68096E-03,5.47960E-03,5.49587E-03,5.48765E-03,6.28539E-03,6.28411E-03,6.28051E-03,7.07233E-03,7.04882E-03,7.03770E-03
694,3.85637E-04,3.81516E-04,3.83384E-04,1.24015E-03,1.22311E-03,1.23643E-03,2.08656E-03,2.08100E-03,2.08969E-03,2.92543E-03,2.91645E-03,2.94463E-03,3.74436E-03,3.73112E-03,3.74893E-03,4.53992E-03,4.53039E-03,4.54732E-03,5.31508E-03,5.33846E-03,5.34380E-03,6.09003E-03,6.11072E-03,6.14143E-03,6.84577E-03,6.85268E-03,6.88701E-03
695,3.74600E-04,3.71295E-04,3.70890E-04,1.19979E-03,1.19029E-03,1.20406E-03,2.03378E-03,2.02047E-03,2.03207E-03,2.85536E-03,2.85455E-03,2.88461E-03,3.63724E-03,3.62950E-03,3.65562E-03,4.41798E-03,4.41031E-03,4.42760E-03,5.17900E-03,5.18489E-03,5.18173E-03,5.90155E-03,5.94535E-03,5.95580E-03,6.64783E-03,6.66534E-03,6.72028E-03
696,3.62431E-04,3.62718E-04,3.59867E-04,1.15816E-03,1.16282E-03,1.16293E-03,1.98556E-03,1.96110E-03,1.97254E-03,2.80066E-03,2.78745E-03,2.81602E-03,3.53104E-03,3.53785E-03,3.55974E-03,4.31904E-03,4.30489E-03,4.31831E-03,5.06616E-03,5.04664E-03,5.02306E-03,5.73492E-03,5.79194E-03,5.74409E-03,6.49376E-03,6.48127E-03,6.52715E-03
697,3.51821E-04,3.53308E-04,3.51476E-04,1.12457E-03,1.13469E-03,1.12920E-03,1.93632E-03,1.90723E-03,1.90909E-03,2.72805E-03,2.70047E-03,2.72284E-03,3.43795E-03,3.45032E-03,3.43890E-03,4.21133E-03,4.19044E-03,4.19330E-03,4.93252E-03,4.92887E-03,4.89940E-03,5.58390E-03,5.66051E-03,5.58788E-03,6.35611E-03,6.28438E-03,6.31307E-03
698,3.42891E-04,3.43327E-04,3.44171E-04,1.09754E-03,1.10270E-03,1.10101E-03,1.88150E-03,1.85991E-03,1.84836E-03,2.63971E-03,2.60550E-03,2.61786E-03,3.35380E-03,3.36155E-03,3.31855E-03,4.08605E-03,4.06623E-03,4.06294E-03,4.77958E-03,4.80832E-03,4.78553E-03,5.44226E-03,5.53204E-03,5.46836E-03,6.19779E-03,6.09259E-03,6.09965E-03
699,3.34640E-04,3.35219E-04,3.35534E-04,1.07101E-03,1.06832E-03,1.06814E-03,1.82141E-03,1.82041E-03,1.80378E-03,2.56329E-03,2.53314E-03,2.53412E-03,3.27053E-03,3.27347E-03,3.25259E-03,3.95773E-03,3.95241E-03,3.96382E-03,4.64371E-03,4.65781E-03,4.63568E-03,5.31277E-03,5.38161E-03,5.31850E-03,5.99508E-03,5.95040E-03,5.92553E-03
700,3.25786E-04,3.28450E-04,3.25620E-04,1.04439E-03,1.03840E-03,1.03674E-03,1.76052E-03,1.78059E-03,1.76654E-03,2.49493E-03,2.47867E-03,2.46968E-03,3.18662E-03,3.19171E-03,3.20712E-03,3.83933E-03,3.84780E-03,3.87756E-03,4.51640E-03,4.50196E-03,4.47921E-03,5.18405E-03,5.21227E-03,5.15414E-03,5.79099E-03,5.83258E-03,5.78400E-03
701,3.15275E-04,3.20934E-04,3.15706E-04,1.01909E-03,1.01971E-03,1.01783E-03,1.70504E-03,1.72896E-03,1.71951E-03,2.41722E-03,2.42052E-03,2.40577E-03,3.10309E-03,3.11936E-03,3.11377E-03,3.73904E-03,3.74011E-03,3.76324E-03,4.37110E-03,4.38300E-03,4.37076E-03,5.04002E-03,5.04064E-03,5.02398E-03,5.64796E-03,5.68555E-03,5.64586E-03
702,3.05266E-04,3.11624E-04,3.07137E-04,9.92604E-04,1.00199E-03,9.99246E-04,1.66164E-03,1.66980E-03,1.67307E-03,2.33963E-03,2.35575E-03,2.34113E-03,3.02210E-03,3.03733E-03,2.99448E-03,3.64765E-03,3.62805E-03,3.63421E-03,4.23071E-03,4.28616E-03,4.27647E-03,4.89604E-03,4.88569E-03,4.91229E-03,5.53470E-03,5.52823E-03,5.50564E-03
703,2.97886E-04,2.99949E-04,3.00179E-04,9.61078E-04,9.70484E-04,9.63527E-04,1.63090E-03,1.61057E-03,1.63989E-03,2.27443E-03,2.28565E-03,2.27737E-03,2.93989E-03,2.92380E-03,2.89338E-03,3.54596E-03,3.51091E-03,3.51592E-03,4.12083E-03,4.17410E-03,4.13792E-03,4.76406E-03,4.75253E-03,4.77766E-03,5.38432E-03,5.39045E-03,5.35987E-03
704,2.91733E-04,2.88772E-04,2.92817E-04,9.32044E-04,9.32996E-04,9.24598E-04,1.59990E-03,1.55974E-03,1.60520E-03,2.21713E-03,2.21848E-03,2.21901E-03,2.85246E-03,2.81995E-03,2.81190E-03,3.43849E-03,3.40606E-03,3.42122E-03,4.02393E-03,4.05799E-03,3.99984E-03,4.62603E-03,4.62423E-03,4.63391E-03,5.20232E-03,5.26550E-03,5.22325E-03
705,2.84867E-04,2.80809E-04,2.83301E-04,9.12134E-04,9.01149E-04,8.99463E-04,1.55537E-03,1.52275E-03,1.55380E-03,2.15869E-03,2.16079E-03,2.16818E-03,2.75951E-03,2.76368E-03,2.74030E-03,3.33530E-03,3.32638E-03,3.35116E-03,3.91819E-03,3.95358E-03,3.91351E-03,4.47088E-03,4.48459E-03,4.50323E-03,5.01738E-03,5.13307E-03,5.10689E-03
706,2.77356E-04,2.74195E-04,2.73428E-04,8.91287E-04,8.74408E-04,8.80088E-04,1.49820E-03,1.49217E-03,1.50015E-03,2.09208E-03,2.10419E-03,2.11445E-03,2.67399E-03,2.70735E-03,2.67589E-03,3.23893E-03,3.24649E-03,3.27685E-03,3.81466E-03,3.83683E-03,3.83485E-03,4.34659E-03,4.34479E-03,4.37418E-03,4.85973E-03,4.96368E-03,4.98643E-03
707,2.69423E-04,2.66790E-04,2.65143E-04,8.61872E-04,8.50611E-04,8.57260E-04,1.43698E-03,1.45995E-03,1.45852E-03,2.01786E-03,2.04194E-03,2.04937E-03,2.60347E-03,2.61093E-03,2.61708E-03,3.15155E-03,3.14727E-03,3.17858E-03,3.72172E-03,3.69628E-03,3.72276E-03,4.27964E-03,4.21768E-03,4.23879E-03,4.74471E-03,4.75622E-03,4.84048E-03
708,2.60230E-04,2.58416E-04,2.58275E-04,8.32841E-04,8.30036E-04,8.33736E-04,1.39085E-03,1.42342E-03,1.42234E-03,1.95429E-03,1.97975E-03,1.97629E-03,2.53003E-03,2.50771E-03,2.55887E-03,3.07618E-03,3.04852E-03,3.07829E-03,3.61645E-03,3.57685E-03,3.60201E-03,4.19634E-03,4.09960E-03,4.11617E-03,4.64149E-03,4.58884E-03,4.67462E-03
709,2.50049E-04,2.50061E-04,2.52016E-04,8.10320E-04,8.10269E-04,8.11686E-04,1.36568E-03,1.38255E-03,1.38219E-03,1.90922E-03,1.92178E-03,1.90564E-03,2.44310E-03,2.42511E-03,2.49454E-03,3.00487E-03,2.96468E-03,2.99033E-03,3.48909E-03,3.49691E-03,3.49312E-03,4.05134E-03,3.98345E-03,4.00796E-03,4.52165E-03,4.49311E-03,4.50519E-03
710,2.42483E-04,2.45079E-04,2.45784E-04,7.91382E-04,7.85279E-04,7.90442E-04,1.34091E-03,1.34508E-03,1.33452E-03,1.86912E-03,1.87051E-03,1.86316E-03,2.36330E-03,2.36027E-03,2.42305E-03,2.91695E-03,2.89459E-03,2.90823E-03,3.37778E-03,3.41249E-03,3.39577E-03,3.90400E-03,3.87297E-03,3.88395E-03,4.39201E-03,4.39272E-03,4.37409E-03
711,2.38381E-04,2.42821E-04,2.39030E-04,7.71488E-04,7.56431E-04,7.68486E-04,1.30288E-03,1.31028E-03,1.28233E-03,1.82329E-03,1.82108E-03,1.84264E-03,2.29906E-03,2.30308E-03,2.34460E-03,2.81043E-03,2.82950E-03,2.82382E-03,3.29597E-03,3.30264E-03,3.30310E-03,3.78877E-03,3.76497E-03,3.74331E-03,4.25908E-03,4.25190E-03,4.28060E-03
712,2.34390E-04,2.36852E-04,2.31772E-04,7.47196E-04,7.37977E-04,7.45208E-04,1.25609E-03,1.26661E-03,1.23987E-03,1.77303E-03,1.76229E-03,1.79248E-03,2.23984E-03,2.24340E-03,2.26527E-03,2.71898E-03,2.75813E-03,2.73648E-03,3.21845E-03,3.19867E-03,3.20948E-03,3.69151E-03,3.65219E-03,3.64189E-03,4.13141E-03,4.12369E-03,4.16608E-03
713,2.28568E-04,2.26435E-04,2.25296E-04,7.22039E-04,7.28065E-04,7.21522E-04,1.20954E-03,1.21726E-03,1.21059E-03,1.72001E-03,1.69745E-03,1.70994E-03,2.17921E-03,2.18204E-03,2.19053E-03,2.64896E-03,2.67642E-03,2.65476E-03,3.12775E-03,3.10840E-03,3.11623E-03,3.59454E-03,3.53938E-03,3.58948E-03,4.01188E-03,4.03108E-03,4.02483E-03
714,2.20826E-04,2.17295E-04,2.21693E-04,7.05459E-04,7.06115E-04,6.99074E-04,1.17342E-03,1.18025E-03,1.18361E-03,1.66351E-03,1.64374E-03,1.64655E-03,2.11499E-03,2.12859E-03,2.12212E-03,2.57144E-03,2.58606E-03,2.59203E-03,3.01683E-03,3.00692E-03,3.02815E-03,3.47822E-03,3.44009E-03,3.53555E-03,3.89279E-03,3.94982E-03,3.90808E-03
715,2.13311E-04,2.11538E-04,2.18249E-04,6.90757E-04,6.74740E-04,6.78641E-04,1.14517E-03,1.15268E-03,1.15283E-03,1.60781E-03,1.60149E-03,1.60649E-03,2.05187E-03,2.07434E-03,2.06262E-03,2.48789E-03,2.49632E-03,2.53573E-03,2.90725E-03,2.90481E-03,2.94191E-03,3.35172E-03,3.35307E-03,3.44456E-03,3.77785E-03,3.84771E-03,3.81434E-03
716,2.09631E-04,2.08125E-04,2.09407E-04,6.61131E-04,6.55219E-04,6.61174E-04,1.11469E-03,1.11750E-03,1.11894E-03,1.56295E-03,1.55986E-03,1.55828E-03,2.00161E-03,2.00188E-03,2.01725E-03,2.42685E-03,2.42439E-03,2.45924E-03,2.84208E-03,2.84230E-03,2.85351E-03,3.24940E-03,3.26974E-03,3.30647E-03,3.68469E-03,3.69952E-03,3.70588E-03
717,2.06320E-04,2.03553E-04,1.97879E-04,6.23721E-04,6.42916E-04,6.44902E-04,1.08231E-03,1.07625E-03,1.08475E-03,1.52606E-03,1.51442E-03,1.50213E-03,1.95502E-03,1.92655E-03,1.97193E-03,2.37638E-03,2.36229E-03,2.36963E-03,2.79440E-03,2.79554E-03,2.77045E-03,3.15930E-03,3.17503E-03,3.15843E-03,3.60417E-03,3.53009E-03,3.57736E-03
718,1.97766E-04,1.94599E-04,1.91017E-04,5.99651E-04,6.22710E-04,6.28719E-04,1.05698E-03,1.04332E-03,1.05671E-03,1.49209E-03,1.47030E-03,1.46011E-03,1.90009E-03,1.88261E-03,1.91153E-03,2.31225E-03,2.29736E-03,2.29767E-03,2.71424E-03,2.71994E-03,2.71062E-03,3.05833E-03,3.06686E-03,3.06626E-03,3.52347E-03,3.39960E-03,3.45490E-03
719,1.88180E-04,1.84981E-04,1.88021E-04,5.88643E-04,6.00929E-04,6.10992E-04,1.03504E-03,1.01475E-03,1.03032E-03,1.45611E-03,1.43199E-03,1.42993E-03,1.84371E-03,1.84592E-03,1.84508E-03,2.23703E-03,2.23005E-03,2.23419E-03,2.61734E-03,2.62886E-03,2.64373E-03,2.96134E-03,2.97812E-03,3.01442E-03,3.42565E-03,3.31007E-03,3.35082E-03
720,1.83701E-04,1.79766E-04,1.84853E-04,5.81096E-04,5.88599E-04,5.90288E-04,1.00779E-03,9.81671E-04,9.98501E-04,1.41265E-03,1.39961E-03,1.39872E-03,1.79518E-03,1.77962E-03,1.78778E-03,2.16285E-03,2.16317E-03,2.15817E-03,2.53870E-03,2.54797E-03,2.53322E-03,2.88852E-03,2.93454E-03,2.95570E-03,3.29721E-03,3.23709E-03,3.26470E-03
721,1.80258E-04,1.76968E-04,1.79866E-04,5.70244E-04,5.77896E-04,5.70302E-04,9.74025E-04,9.54707E-04,9.69453E-04,1.36078E-03,1.36146E-03,1.36091E-03,1.74585E-03,1.71594E-03,1.74372E-03,2.10274E-03,2.09516E-03,2.08544E-03,2.48230E-03,2.45576E-03,2.42551E-03,2.82185E-03,2.87120E-03,2.87556E-03,3.16678E-03,3.16674E-03,3.18091E-03
722,1.73271E-04,1.73362E-04,1.73179E-04,5.53206E-04,5.60214E-04,5.54652E-04,9.36913E-04,9.42277E-04,9.49904E-04,1.30506E-03,1.31113E-03,1.31756E-03,1.68804E-03,1.68533E-03,1.70896E-03,2.06286E-03,2.02530E-03,2.03317E-03,2.43505E-03,2.34017E-03,2.36776E-03,2.74193E-03,2.74215E-03,2.77667E-03,3.06948E-03,3.09168E-03,3.08489E-03
723,1.65398E-04,1.67685E-04,1.67540E-04,5.34314E-04,5.39747E-04,5.39634E-04,9.02486E-04,9.23590E-04,9.23632E-04,1.25761E-03,1.26460E-03,1.27812E-03,1.62704E-03,1.64088E-03,1.65768E-03,2.01785E-03,1.95138E-03,1.97982E-03,2.34886E-03,2.25376E-03,2.32218E-03,2.64913E-03,2.63444E-03,2.67352E-03,3.00886E-03,3.00236E-03,2.96686E-03
724,1.60033E-04,1.60362E-04,1.64497E-04,5.17965E-04,5.22728E-04,5.23448E-04,8.73840E-04,8.88771E-04,8.84126E-04,1.22708E-03,1.23315E-03,1.24690E-03,1.57426E-03,1.55878E-03,1.58196E-03,1.95211E-03,1.88318E-03,1.91520E-03,2.21860E-03,2.22474E-03,2.25952E-03,2.55716E-03,2.60181E-03,2.58081E-03,2.96618E-03,2.90508E-03,2.83874E-03
725,1.58154E-04,1.53866E-04,1.61114E-04,5.03121E-04,5.11658E-04,5.09099E-04,8.42391E-04,8.60050E-04,8.51512E-04,1.20517E-03,1.20238E-03,1.20799E-03,1.54074E-03,1.49093E-03,1.51460E-03,1.87630E-03,1.84706E-03,1.86138E-03,2.13527E-03,2.19033E-03,2.19558E-03,2.48736E-03,2.55654E-03,2.49594E-03,2.87658E-03,2.82749E-03,2.74287E-03
726,1.57850E-04,1.49361E-04,1.55673E-04,4.89207E-04,5.02758E-04,4.95499E-04,8.09628E-04,8.43739E-04,8.32843E-04,1.18214E-03,1.16328E-03,1.16065E-03,1.51717E-03,1.46228E-03,1.46975E-03,1.80235E-03,1.83570E-03,1.82305E-03,2.11954E-03,2.12007E-03,2.13950E-03,2.43278E-03,2.45445E-03,2.41839E-03,2.74464E-03,2.76970E-03,2.68716E-03
727,1.53682E-04,1.45790E-04,1.49212E-04,4.77583E-04,4.84561E-04,4.75333E-04,7.93766E-04,8.17863E-04,8.11642E-04,1.15011E-03,1.12051E-03,1.12987E-03,1.46665E-03,1.44439E-03,1.42776E-03,1.73997E-03,1.79199E-03,1.77482E-03,2.07415E-03,2.04899E-03,2.08310E-03,2.34698E-03,2.34398E-03,2.35468E-03,2.68212E-03,2.69012E-03,2.62548E-03
728,1.45458E-04,1.42449E-04,1.43181E-04,4.68306E-04,4.60469E-04,4.52410E-04,7.91799E-04,7.83184E-04,7.81705E-04,1.10761E-03,1.08045E-03,1.10987E-03,1.39179E-03,1.41253E-03,1.38411E-03,1.69422E-03,1.71290E-03,1.71054E-03,1.98101E-03,1.99447E-03,2.01928E-03,2.24200E-03,2.26619E-03,2.29357E-03,2.66256E-03,2.58737E-03,2.53837E-03
729,1.38469E-04,1.39336E-04,1.39167E-04,4.60343E-04,4.48288E-04,4.41340E-04,7.80335E-04,7.64182E-04,7.50138E-04,1.06139E-03,1.05009E-03,1.06699E-03,1.33598E-03,1.35487E-03,1.35267E-03,1.66583E-03,1.65236E-03,1.64740E-03,1.90994E-03,1.95214E-03,1.94691E-03,2.18821E-03,2.24388E-03,2.21145E-03,2.53106E-03,2.50371E-03,2.44190E-03
730,1.33877E-04,1.36031E-04,1.35927E-04,4.49515E-04,4.42188E-04,4.37550E-04,7.53702E-04,7.51937E-04,7.23188E-04,1.02279E-03,1.01936E-03,1.01684E-03,1.29994E-03,1.29437E-03,1.32755E-03,1.63263E-03,1.60904E-03,1.59156E-03,1.87084E-03,1.90478E-03,1.87432E-03,2.16716E-03,2.22703E-03,2.12528E-03,2.34696E-03,2.43208E-03,2.36010E-03
731,1.30241E-04,1.31976E-04,1.30877E-04,4.31250E-04,4.23552E-04,4.25739E-04,7.20559E-04,7.19863E-04,7.05871E-04,1.00316E-03,9.72897E-04,1.00264E-03,1.25858E-03,1.27044E-03,1.29297E-03,1.56545E-03,1.54959E-03,1.54291E-03,1.83374E-03,1.83324E-03,1.81625E-03,2.10912E-03,2.13379E-03,2.07455E-03,2.29171E-03,2.33892E-03,2.31620E-03
732,1.27871E-04,1.27037E-04,1.25193E-04,4.11563E-04,4.01235E-04,4.09699E-04,6.95882E-04,6.83212E-04,6.94554E-04,9.81718E-04,9.37341E-04,1.00185E-03,1.21279E-03,1.25483E-03,1.25716E-03,1.49258E-03,1.48755E-03,1.50271E-03,1.78523E-03,1.75434E-03,1.77099E-03,2.02188E-03,2.00997E-03,2.03571E-03,2.29086E-03,2.23925E-03,2.27267E-03
733,1.26905E-04,1.21443E-04,1.21214E-04,3.98324E-04,3.90960E-04,3.98828E-04,6.89433E-04,6.67749E-04,6.81242E-04,9.33873E-04,9.41668E-04,9.72865E-04,1.17248E-03,1.20399E-03,1.23002E-03,1.45450E-03,1.44955E-03,1.46915E-03,1.72078E-03,1.69311E-03,1.72884E-03,1.94130E-03,1.93476E-03,1.96599E-03,2.19842E-03,2.16160E-03,2.18258E-03
734,1.23534E-04,1.16892E-04,1.19290E-04,3.87692E-04,3.83455E-04,3.89444E-04,6.77597E-04,6.61811E-04,6.59748E-04,8.91106E-04,9.40703E-04,9.31909E-04,1.13976E-03,1.15524E-03,1.18371E-03,1.43361E-03,1.42996E-03,1.43122E-03,1.64960E-03,1.64526E-03,1.68767E-03,1.87707E-03,1.87958E-03,1.87993E-03,2.10027E-03,2.10546E-03,2.09697E-03
735,1.15687E-04,1.14540E-04,1.18491E-04,3.75084E-04,3.68689E-04,3.77597E-04,6.42211E-04,6.48020E-04,6.29974E-04,8.80998E-04,8.95023E-04,9.00062E-04,1.11225E-03,1.14631E-03,1.10700E-03,1.40171E-03,1.41147E-03,1.38343E-03,1.58897E-03,1.60361E-03,1.64746E-03,1.83003E-03,1.80955E-03,1.80506E-03,2.08708E-03,2.06259E-03,2.06531E-03
736,1.09239E-04,1.12144E-04,1.15401E-04,3.62091E-04,3.54223E-04,3.68016E-04,6.07024E-04,6.21958E-04,6.05205E-04,8.67481E-04,8.42434E-04,8.59203E-04,1.07641E-03,1.14138E-03,1.06366E-03,1.34390E-03,1.36518E-03,1.33841E-03,1.55972E-03,1.57013E-03,1.60079E-03,1.78872E-03,1.75481E-03,1.74882E-03,2.05583E-03,2.01798E-03,2.03876E-03
737,1.07296E-04,1.08544E-04,1.09327E-04,3.50156E-04,3.46604E-04,3.61384E-04,5.88269E-04,5.89001E-04,5.90151E-04,8.30529E-04,8.13239E-04,8.06186E-04,1.03402E-03,1.10873E-03,1.07619E-03,1.27085E-03,1.28869E-03,1.30256E-03,1.55358E-03,1.53678E-03,1.54314E-03,1.74227E-03,1.72574E-03,1.70917E-03,1.95114E-03,1.96133E-03,1.97638E-03
738,1.05342E-04,1.05717E-04,1.05378E-04,3.38641E-04,3.44656E-04,3.48500E-04,5.74771E-04,5.68140E-04,5.70075E-04,8.00840E-04,7.98457E-04,7.78043E-04,1.01817E-03,1.04992E-03,1.06809E-03,1.23517E-03,1.23207E-03,1.26565E-03,1.50995E-03,1.47611E-03,1.47893E-03,1.68619E-03,1.67713E-03,1.67422E-03,1.86927E-03,1.89483E-03,1.88655E-03
739,1.01471E-04,1.03868E-04,1.04586E-04,3.28574E-04,3.42211E-04,3.29417E-04,5.59139E-04,5.61614E-04,5.46641E-04,7.89284E-04,7.85516E-04,7.76684E-04,1.02228E-03,9.88097E-04,1.01774E-03,1.23776E-03,1.20477E-03,1.22474E-03,1.42537E-03,1.39829E-03,1.41910E-03,1.62176E-03,1.61101E-03,1.63420E-03,1.84375E-03,1.83501E-03,1.80233E-03
740,9.74964E-05,1.00563E-04,1.02331E-04,3.21782E-04,3.28290E-04,3.14964E-04,5.40516E-04,5.49443E-04,5.39702E-04,7.75239E-04,7.61232E-04,7.57671E-04,9.89580E-04,9.61375E-04,9.76391E-04,1.21241E-03,1.16085E-03,1.18400E-03,1.36341E-03,1.35351E-03,1.37591E-03,1.55201E-03,1.58289E-03,1.57963E-03,1.81076E-03,1.80458E-03,1.77046E-03
741,9.42171E-05,9.60862E-05,9.82636E-05,3.13694E-04,3.09029E-04,3.07695E-04,5.21241E-04,5.30686E-04,5.37106E-04,7.53980E-04,7.28182E-04,7.23116E-04,9.25118E-04,9.56172E-04,9.60270E-04,1.15026E-03,1.10827E-03,1.14755E-03,1.33093E-03,1.34462E-03,1.34779E-03,1.48712E-03,1.57241E-03,1.52013E-03,1.74752E-03,1.77118E-03,1.77855E-03
742,9.15751E-05,9.26335E-05,9.52810E-05,2.96854E-04,3.01200E-04,3.03390E-04,5.05453E-04,5.18040E-04,5.08320E-04,7.33310E-04,6.99921E-04,7.08383E-04,8.79135E-04,9.25938E-04,9.54288E-04,1.08824E-03,1.08987E-03,1.11794E-03,1.29396E-03,1.33804E-03,1.32339E-03,1.44221E-03,1.51092E-03,1.47747E-03,1.66894E-03,1.67633E-03,1.77207E-03
743,8.96558E-05,8.96675E-05,9.36307E-05,2.78125E-04,2.99052E-04,2.96666E-04,4.91730E-04,5.06435E-04,4.73835E-04,7.09115E-04,6.77317E-04,7.10483E-04,8.63034E-04,8.76396E-04,9.28455E-04,1.04897E-03,1.07493E-03,1.08280E-03,1.25484E-03,1.30577E-03,1.29161E-03,1.42180E-03,1.41612E-03,1.44654E-03,1.59709E-03,1.57952E-03,1.71613E-03
744,8.82582E-05,8.59985E-05,9.19514E-05,2.67719E-04,2.89162E-04,2.83617E-04,4.77141E-04,4.85701E-04,4.67427E-04,6.75626E-04,6.56097E-04,7.07176E-04,8.63947E-04,8.33688E-04,8.60626E-04,1.03703E-03,1.01796E-03,1.02968E-03,1.22750E-03,1.23398E-03,1.24415E-03,1.41699E-03,1.33954E-03,1.41035E-03,1.54939E-03,1.56181E-03,1.59893E-03
745,8.61298E-05,8.39898E-05,8.80948E-05,2.61277E-04,2.74598E-04,2.71265E-04,4.67071E-04,4.64865E-04,4.74068E-04,6.50142E-04,6.40533E-04,6.78773E-04,8.50339E-04,8.06881E-04,8.01347E-04,1.01411E-03,9.74057E-04,9.84668E-04,1.20586E-03,1.16818E-03,1.19300E-03,1.39094E-03,1.30410E-03,1.36634E-03,1.51734E-03,1.55395E-03,1.48070E-03
746,8.24299E-05,8.46426E-05,8.16031E-05,2.54409E-04,2.62503E-04,2.65583E-04,4.62190E-04,4.51505E-04,4.69940E-04,6.42698E-04,6.29580E-04,6.22011E-04,8.06082E-04,7.96938E-04,7.89030E-04,9.55907E-04,9.82622E-04,9.66216E-04,1.17714E-03,1.14387E-03,1.14853E-03,1.32879E-03,1.30562E-03,1.32059E-03,1.48629E-03,1.48471E-03,1.42032E-03
747,7.86071E-05,8.32073E-05,7.74477E-05,2.54665E-04,2.59640E-04,2.62994E-04,4.47114E-04,4.37558E-04,4.47056E-04,6.30693E-04,6.05373E-04,5.77981E-04,7.73027E-04,8.00124E-04,7.80745E-04,9.11374E-04,9.72663E-04,9.49322E-04,1.13190E-03,1.13217E-03,1.10807E-03,1.29971E-03,1.29704E-03,1.29727E-03,1.45234E-03,1.39741E-03,1.42688E-03
748,7.60257E-05,7.82173E-05,7.76742E-05,2.60049E-04,2.62344E-04,2.58362E-04,4.18470E-04,4.18472E-04,4.15322E-04,6.08766E-04,5.65923E-04,5.69249E-04,7.65606E-04,8.01454E-04,7.47719E-04,9.00752E-04,9.18692E-04,9.18305E-04,1.07192E-03,1.10548E-03,1.07724E-03,1.31559E-03,1.25764E-03,1.28946E-03,1.40710E-03,1.33760E-03,1.46345E-03
749,7.49784E-05,7.44857E-05,7.81458E-05,2.51044E-04,2.51046E-04,2.46356E-04,3.94408E-04,3.98170E-04,4.05739E-04,6.03806E-04,5.36397E-04,5.75394E-04,7.39933E-04,7.69655E-04,7.03027E-04,8.79456E-04,8.90243E-04,8.81232E-04,1.01269E-03,1.05372E-03,1.07300E-03,1.27775E-03,1.21576E-03,1.23618E-03,1.33110E-03,1.31868E-03,1.43441E-03
