x,0.4688,0.4687,0.4687,0.4738,0.4738,0.4737,0.4741,0.4742,0.474,0.474,0.4741,0.4741,0.474,0.474,0.474,0.4737,0.4738,0.4738,0.4737,0.4736,0.4735,0.4732,0.4733,0.4733,0.4731,0.4731,0.4731
y,0.4202,0.4202,0.4202,0.4228,0.4229,0.4228,0.4231,0.4233,0.4231,0.4232,0.4232,0.4233,0.4232,0.4233,0.4233,0.4232,0.4232,0.4232,0.4232,0.4231,0.4231,0.423,0.4229,0.423,0.4229,0.4229,0.4229
Wavelength [nm],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)],Spectral Radiance [W/(sr*sqm*nm)]
437,2.13107E-04,2.08919E-04,2.13295E-04,6.52662E-04,6.47364E-04,6.63127E-04,1.13840E-03,1.11329E-03,1.13521E-03,1.59894E-03,1.59879E-03,1.61082E-03,2.09303E-03,2.07370E-03,2.06846E-03,2.55703E-03,2.57175E-03,2.56156E-03,3.01854E-03,3.06430E-03,3.05094E-03,3.49612E-03,3.56134E-03,3.50793E-03,3.98947E-03,4.00757E-03,4.02137E-03
438,2.39070E-04,2.35098E-04,2.39171E-04,7.36258E-04,7.32536E-04,7.43849E-04,1.27565E-03,1.25713E-03,1.26995E-03,1.78044E-03,1.79373E-03,1.80849E-03,2.34031E-03,2.31909E-03,2.31684E-03,2.87388E-03,2.87133E-03,2.85436E-03,3.37864E-03,3.40382E-03,3.40930E-03,3.91263E-03,3.97720E-03,3.90783E-03,4.45569E-03,4.47091E-03,4.47783E-03
439,2.67951E-04,2.65931E-04,2.68202E-04,8.31961E-04,8.29420E-04,8.32937E-04,1.42535E-03,1.42490E-03,1.42157E-03,1.98589E-03,2.00847E-03,2.02429E-03,2.60838E-03,2.59223E-03,2.59640E-03,3.21720E-03,3.18918E-03,3.17943E-03,3.78827E-03,3.78373E-03,3.79963E-03,4.39630E-03,4.42702E-03,4.36407E-03,4.98843E-03,4.98692E-03,4.96983E-03
440,3.00747E-04,3.00510E-04,3.01231E-04,9.33988E-04,9.33941E-04,9.35307E-04,1.59095E-03,1.60199E-03,1.59517E-03,2.22947E-03,2.24495E-03,2.26247E-03,2.90815E-03,2.90368E-03,2.90493E-03,3.58903E-03,3.54635E-03,3.55159E-03,4.23805E-03,4.21901E-03,4.23563E-03,4.92517E-03,4.92461E-03,4.87235E-03,5.57599E-03,5.55514E-03,5.53410E-03
441,3.37294E-04,3.37992E-04,3.38012E-04,1.04140E-03,1.04448E-03,1.05084E-03,1.77384E-03,1.78237E-03,1.78867E-03,2.50961E-03,2.50389E-03,2.52151E-03,3.24128E-03,3.25013E-03,3.23826E-03,3.98816E-03,3.94947E-03,3.96907E-03,4.71704E-03,4.70754E-03,4.71618E-03,5.48268E-03,5.46774E-03,5.42382E-03,6.20398E-03,6.16918E-03,6.17269E-03
442,3.75103E-04,3.76652E-04,3.76056E-04,1.15618E-03,1.15941E-03,1.17046E-03,1.96804E-03,1.96528E-03,1.98642E-03,2.79895E-03,2.77766E-03,2.78601E-03,3.58946E-03,3.60263E-03,3.58079E-03,4.39839E-03,4.37727E-03,4.39920E-03,5.19919E-03,5.21385E-03,5.20939E-03,6.04326E-03,6.01985E-03,5.98910E-03,6.83740E-03,6.79850E-03,6.82908E-03
443,4.13508E-04,4.16286E-04,4.14668E-04,1.28191E-03,1.28033E-03,1.29044E-03,2.17307E-03,2.15677E-03,2.18247E-03,3.08431E-03,3.06614E-03,3.05325E-03,3.94777E-03,3.95021E-03,3.93103E-03,4.81932E-03,4.82242E-03,4.82896E-03,5.68153E-03,5.72343E-03,5.70508E-03,6.60555E-03,6.57179E-03,6.56179E-03,7.46942E-03,7.43796E-03,7.47816E-03
444,4.50223E-04,4.53765E-04,4.51388E-04,1.40199E-03,1.39452E-03,1.40105E-03,2.36552E-03,2.34254E-03,2.36265E-03,3.34353E-03,3.33555E-03,3.30497E-03,4.28166E-03,4.26832E-03,4.25896E-03,5.21079E-03,5.23405E-03,5.22067E-03,6.12813E-03,6.18419E-03,6.15800E-03,7.11962E-03,7.08171E-03,7.08599E-03,8.04256E-03,8.02422E-03,8.06157E-03
445,4.85461E-04,4.88345E-04,4.86277E-04,1.50573E-03,1.49594E-03,1.50057E-03,2.53366E-03,2.51897E-03,2.52649E-03,3.57449E-03,3.56854E-03,3.54078E-03,4.57933E-03,4.55720E-03,4.55687E-03,5.55978E-03,5.58859E-03,5.56645E-03,6.53587E-03,6.57883E-03,6.55718E-03,7.57322E-03,7.54685E-03,7.54408E-03,8.54324E-03,8.53654E-03,8.56851E-03
446,5.15652E-04,5.16998E-04,5.16077E-04,1.58388E-03,1.57613E-03,1.58022E-03,2.66201E-03,2.66446E-03,2.65927E-03,3.75586E-03,3.74472E-03,3.73421E-03,4.81212E-03,4.78743E-03,4.79456E-03,5.83376E-03,5.85261E-03,5.83429E-03,6.85785E-03,6.87365E-03,6.86631E-03,7.92088E-03,7.91413E-03,7.89775E-03,8.92492E-03,8.92579E-03,8.95540E-03
447,5.37506E-04,5.37866E-04,5.38084E-04,1.63583E-03,1.63292E-03,1.63483E-03,2.74602E-03,2.75980E-03,2.75093E-03,3.87358E-03,3.86040E-03,3.86171E-03,4.96518E-03,4.93581E-03,4.95221E-03,6.01771E-03,6.01595E-03,6.00686E-03,7.05546E-03,7.05958E-03,7.06832E-03,8.13707E-03,8.14010E-03,8.13567E-03,9.16631E-03,9.17067E-03,9.20401E-03
448,5.50474E-04,5.50835E-04,5.51750E-04,1.66417E-03,1.66648E-03,1.66412E-03,2.78822E-03,2.80119E-03,2.79930E-03,3.92702E-03,3.91922E-03,3.91803E-03,5.03750E-03,5.00136E-03,5.02767E-03,6.11187E-03,6.08549E-03,6.08518E-03,7.12834E-03,7.14330E-03,7.16558E-03,8.22455E-03,8.22240E-03,8.25815E-03,9.27213E-03,9.27562E-03,9.31489E-03
449,5.52868E-04,5.53071E-04,5.54439E-04,1.66003E-03,1.66412E-03,1.65916E-03,2.77475E-03,2.78141E-03,2.78695E-03,3.89805E-03,3.89766E-03,3.88794E-03,5.00012E-03,4.96883E-03,4.99695E-03,6.08026E-03,6.03503E-03,6.03918E-03,7.06630E-03,7.08597E-03,7.12050E-03,8.14974E-03,8.14241E-03,8.20231E-03,9.19692E-03,9.19433E-03,9.22643E-03
450,5.45486E-04,5.44420E-04,5.46214E-04,1.62218E-03,1.62230E-03,1.61943E-03,2.70514E-03,2.70650E-03,2.71141E-03,3.78810E-03,3.79225E-03,3.77657E-03,4.85148E-03,4.84445E-03,4.86028E-03,5.91640E-03,5.86699E-03,5.86941E-03,6.88742E-03,6.88469E-03,6.92963E-03,7.91727E-03,7.91793E-03,7.95200E-03,8.93851E-03,8.92657E-03,8.92827E-03
451,5.29681E-04,5.26798E-04,5.29055E-04,1.55420E-03,1.54986E-03,1.55197E-03,2.58835E-03,2.58571E-03,2.58628E-03,3.61238E-03,3.61988E-03,3.60356E-03,4.62044E-03,4.63367E-03,4.63233E-03,5.63564E-03,5.59906E-03,5.60033E-03,6.59267E-03,6.56796E-03,6.61156E-03,7.54718E-03,7.56553E-03,7.55599E-03,8.51729E-03,8.50656E-03,8.47169E-03
452,5.04496E-04,5.00228E-04,5.02969E-04,1.45408E-03,1.45152E-03,1.45831E-03,2.42384E-03,2.41733E-03,2.41721E-03,3.37299E-03,3.38562E-03,3.37498E-03,4.32110E-03,4.32179E-03,4.31090E-03,5.23457E-03,5.22745E-03,5.23610E-03,6.15036E-03,6.14153E-03,6.16106E-03,7.03002E-03,7.06748E-03,7.04352E-03,7.92187E-03,7.93791E-03,7.88386E-03
453,4.72697E-04,4.68327E-04,4.71223E-04,1.33532E-03,1.33790E-03,1.34697E-03,2.22899E-03,2.22008E-03,2.22310E-03,3.09606E-03,3.11289E-03,3.11116E-03,3.97793E-03,3.94892E-03,3.93566E-03,4.76808E-03,4.79302E-03,4.80937E-03,5.61245E-03,5.64709E-03,5.63211E-03,6.42915E-03,6.47627E-03,6.46467E-03,7.22392E-03,7.27677E-03,7.22822E-03
454,4.38220E-04,4.35753E-04,4.37895E-04,1.21754E-03,1.21920E-03,1.22677E-03,2.02607E-03,2.01921E-03,2.02433E-03,2.81363E-03,2.82708E-03,2.83168E-03,3.60886E-03,3.57959E-03,3.56139E-03,4.31439E-03,4.35102E-03,4.35596E-03,5.06978E-03,5.13177E-03,5.10007E-03,5.83580E-03,5.87093E-03,5.86099E-03,6.52717E-03,6.59047E-03,6.56747E-03
455,4.03807E-04,4.04799E-04,4.05311E-04,1.11081E-03,1.10289E-03,1.10578E-03,1.82960E-03,1.82968E-03,1.83380E-03,2.54470E-03,2.54645E-03,2.55271E-03,3.23399E-03,3.24704E-03,3.21917E-03,3.91309E-03,3.93417E-03,3.90686E-03,4.57453E-03,4.62842E-03,4.60853E-03,5.29476E-03,5.29644E-03,5.26482E-03,5.89070E-03,5.92830E-03,5.93727E-03
456,3.70190E-04,3.73658E-04,3.72789E-04,1.00904E-03,9.92665E-04,9.91627E-04,1.64194E-03,1.64961E-03,1.65269E-03,2.28737E-03,2.27890E-03,2.28654E-03,2.88042E-03,2.93180E-03,2.90104E-03,3.53903E-03,3.53871E-03,3.48806E-03,4.11420E-03,4.14852E-03,4.14904E-03,4.77307E-03,4.74191E-03,4.69738E-03,5.30011E-03,5.31311E-03,5.33109E-03
457,3.38096E-04,3.41047E-04,3.39996E-04,9.07343E-04,8.92263E-04,8.91307E-04,1.46659E-03,1.47827E-03,1.48285E-03,2.04239E-03,2.03290E-03,2.04544E-03,2.57381E-03,2.61843E-03,2.60131E-03,3.17187E-03,3.16351E-03,3.12341E-03,3.67910E-03,3.70537E-03,3.71522E-03,4.24795E-03,4.20457E-03,4.18305E-03,4.74481E-03,4.76520E-03,4.75006E-03
458,3.08536E-04,3.09668E-04,3.09142E-04,8.12196E-04,8.04646E-04,8.05932E-04,1.31310E-03,1.32389E-03,1.33041E-03,1.82632E-03,1.81695E-03,1.83606E-03,2.31881E-03,2.32829E-03,2.33546E-03,2.83612E-03,2.82715E-03,2.81643E-03,3.29135E-03,3.31773E-03,3.32344E-03,3.76914E-03,3.73152E-03,3.74949E-03,4.25154E-03,4.28785E-03,4.23551E-03
459,2.82151E-04,2.82735E-04,2.82572E-04,7.31561E-04,7.31079E-04,7.33584E-04,1.18973E-03,1.19460E-03,1.20024E-03,1.65567E-03,1.63603E-03,1.66002E-03,2.10971E-03,2.08787E-03,2.11972E-03,2.56222E-03,2.54779E-03,2.56001E-03,2.97480E-03,2.99894E-03,2.99020E-03,3.39626E-03,3.37322E-03,3.41605E-03,3.84849E-03,3.87266E-03,3.82960E-03
460,2.58699E-04,2.59833E-04,2.59703E-04,6.65451E-04,6.69273E-04,6.70905E-04,1.09156E-03,1.08943E-03,1.09113E-03,1.52235E-03,1.48775E-03,1.51271E-03,1.93306E-03,1.89925E-03,1.94514E-03,2.34267E-03,2.32119E-03,2.34313E-03,2.72040E-03,2.73861E-03,2.71540E-03,3.11845E-03,3.11274E-03,3.15692E-03,3.52427E-03,3.51072E-03,3.51923E-03
461,2.39076E-04,2.39635E-04,2.39549E-04,6.12752E-04,6.18992E-04,6.18156E-04,1.01150E-03,1.00849E-03,1.00527E-03,1.41053E-03,1.37500E-03,1.39564E-03,1.78306E-03,1.76011E-03,1.79756E-03,2.15831E-03,2.14316E-03,2.16828E-03,2.51386E-03,2.52818E-03,2.50627E-03,2.89440E-03,2.90460E-03,2.93420E-03,3.26288E-03,3.21813E-03,3.27484E-03
462,2.22144E-04,2.20224E-04,2.20440E-04,5.68635E-04,5.75662E-04,5.72137E-04,9.39464E-04,9.43231E-04,9.36256E-04,1.30453E-03,1.28741E-03,1.29859E-03,1.64813E-03,1.65136E-03,1.65990E-03,1.98872E-03,1.99661E-03,2.01988E-03,2.33153E-03,2.34697E-03,2.34427E-03,2.68397E-03,2.70455E-03,2.71291E-03,3.03294E-03,2.98526E-03,3.05661E-03
463,2.07666E-04,2.03361E-04,2.04166E-04,5.33445E-04,5.38779E-04,5.35194E-04,8.79819E-04,8.88870E-04,8.81324E-04,1.21714E-03,1.21684E-03,1.21664E-03,1.54065E-03,1.55762E-03,1.54528E-03,1.85400E-03,1.88259E-03,1.89105E-03,2.18203E-03,2.20147E-03,2.21201E-03,2.50776E-03,2.52949E-03,2.52219E-03,2.83906E-03,2.81637E-03,2.87113E-03
464,1.93538E-04,1.88956E-04,1.90456E-04,5.02499E-04,5.03421E-04,5.04190E-04,8.28424E-04,8.33473E-04,8.30032E-04,1.14829E-03,1.14596E-03,1.13573E-03,1.45608E-03,1.45420E-03,1.45145E-03,1.75333E-03,1.78453E-03,1.76146E-03,2.05396E-03,2.07688E-03,2.07671E-03,2.36263E-03,2.37522E-03,2.36598E-03,2.66206E-03,2.68445E-03,2.70103E-03
465,1.80220E-04,1.77965E-04,1.79257E-04,4.75289E-04,4.72391E-04,4.77929E-04,7.83778E-04,7.79910E-04,7.84086E-04,1.09249E-03,1.08201E-03,1.06505E-03,1.38628E-03,1.35874E-03,1.37650E-03,1.67313E-03,1.70072E-03,1.65030E-03,1.94951E-03,1.97004E-03,1.95797E-03,2.24556E-03,2.25007E-03,2.24064E-03,2.51364E-03,2.56955E-03,2.55489E-03
466,1.67000E-04,1.69575E-04,1.68671E-04,4.47609E-04,4.45360E-04,4.50893E-04,7.37232E-04,7.26894E-04,7.40205E-04,1.03192E-03,1.02689E-03,1.00798E-03,1.30867E-03,1.28442E-03,1.30430E-03,1.58039E-03,1.61584E-03,1.56793E-03,1.85377E-03,1.86091E-03,1.86683E-03,2.13050E-03,2.14100E-03,2.11754E-03,2.38626E-03,2.42941E-03,2.42067E-03
467,1.55017E-04,1.62567E-04,1.58621E-04,4.20981E-04,4.22041E-04,4.23930E-04,6.91888E-04,6.78130E-04,6.99165E-04,9.68225E-04,9.78644E-04,9.62446E-04,1.22799E-03,1.22865E-03,1.23428E-03,1.48120E-03,1.52813E-03,1.50651E-03,1.76359E-03,1.75389E-03,1.79306E-03,2.01963E-03,2.04043E-03,2.00128E-03,2.27610E-03,2.27415E-03,2.29454E-03
468,1.45586E-04,1.54426E-04,1.49240E-04,3.98061E-04,3.99398E-04,3.99482E-04,6.54313E-04,6.36059E-04,6.59938E-04,9.10222E-04,9.26422E-04,9.16275E-04,1.15975E-03,1.16983E-03,1.16861E-03,1.39885E-03,1.43549E-03,1.43594E-03,1.67267E-03,1.65868E-03,1.70050E-03,1.92152E-03,1.93165E-03,1.90619E-03,2.16719E-03,2.13516E-03,2.16351E-03
469,1.38595E-04,1.43993E-04,1.40282E-04,3.78168E-04,3.75510E-04,3.77117E-04,6.23849E-04,5.99301E-04,6.20750E-04,8.59483E-04,8.66652E-04,8.61330E-04,1.10400E-03,1.09652E-03,1.10445E-03,1.33535E-03,1.33784E-03,1.34157E-03,1.57518E-03,1.57152E-03,1.57456E-03,1.82877E-03,1.80592E-03,1.82604E-03,2.04700E-03,2.01919E-03,2.02004E-03
470,1.33489E-04,1.34224E-04,1.32740E-04,3.60270E-04,3.55304E-04,3.56760E-04,5.96491E-04,5.68369E-04,5.86909E-04,8.17166E-04,8.19116E-04,8.07643E-04,1.05048E-03,1.02857E-03,1.04546E-03,1.27583E-03,1.25590E-03,1.25183E-03,1.48698E-03,1.48780E-03,1.45679E-03,1.73267E-03,1.69147E-03,1.74570E-03,1.93599E-03,1.91961E-03,1.89220E-03
471,1.28729E-04,1.26623E-04,1.26424E-04,3.41422E-04,3.39916E-04,3.36394E-04,5.65748E-04,5.40061E-04,5.58708E-04,7.78605E-04,7.92009E-04,7.59543E-04,9.85976E-04,9.75221E-04,9.88302E-04,1.20259E-03,1.19642E-03,1.18222E-03,1.41126E-03,1.39739E-03,1.37086E-03,1.61979E-03,1.60081E-03,1.64456E-03,1.83873E-03,1.81954E-03,1.79006E-03
472,1.23267E-04,1.20438E-04,1.20539E-04,3.22830E-04,3.25450E-04,3.18008E-04,5.35288E-04,5.14698E-04,5.34246E-04,7.43308E-04,7.69145E-04,7.20607E-04,9.22286E-04,9.29386E-04,9.34573E-04,1.13223E-03,1.14859E-03,1.12764E-03,1.34485E-03,1.31711E-03,1.30530E-03,1.51421E-03,1.53182E-03,1.53740E-03,1.75134E-03,1.72857E-03,1.70737E-03
473,1.17044E-04,1.15150E-04,1.14935E-04,3.08226E-04,3.09341E-04,3.05935E-04,5.13441E-04,4.96220E-04,5.14277E-04,7.15918E-04,7.35416E-04,6.97571E-04,8.80310E-04,8.86674E-04,8.92185E-04,1.09291E-03,1.10530E-03,1.08516E-03,1.29107E-03,1.27416E-03,1.24941E-03,1.45346E-03,1.48714E-03,1.45454E-03,1.67825E-03,1.67001E-03,1.64433E-03
474,1.10646E-04,1.10237E-04,1.09480E-04,2.96185E-04,2.93102E-04,2.98208E-04,4.96893E-04,4.83107E-04,4.96466E-04,6.94297E-04,6.92687E-04,6.84673E-04,8.55405E-04,8.48684E-04,8.61228E-04,1.07609E-03,1.06269E-03,1.04990E-03,1.24670E-03,1.25270E-03,1.19956E-03,1.42738E-03,1.45192E-03,1.40309E-03,1.61422E-03,1.62995E-03,1.59375E-03
475,1.06050E-04,1.06158E-04,1.05043E-04,2.84874E-04,2.83324E-04,2.91683E-04,4.79793E-04,4.74709E-04,4.80971E-04,6.78230E-04,6.59162E-04,6.74485E-04,8.35311E-04,8.28092E-04,8.44711E-04,1.06050E-03,1.02806E-03,1.02487E-03,1.21553E-03,1.22191E-03,1.16696E-03,1.40977E-03,1.41323E-03,1.38885E-03,1.56253E-03,1.58629E-03,1.55783E-03
476,1.04000E-04,1.03446E-04,1.02317E-04,2.75584E-04,2.82154E-04,2.85905E-04,4.63235E-04,4.70681E-04,4.70088E-04,6.67771E-04,6.43691E-04,6.64868E-04,8.18505E-04,8.27299E-04,8.42136E-04,1.04120E-03,1.00819E-03,1.01272E-03,1.20115E-03,1.17886E-03,1.15839E-03,1.39258E-03,1.37437E-03,1.40527E-03,1.53183E-03,1.53951E-03,1.54078E-03
477,1.02719E-04,1.01967E-04,1.00981E-04,2.71997E-04,2.83345E-04,2.82171E-04,4.54760E-04,4.67733E-04,4.65689E-04,6.58525E-04,6.36974E-04,6.56423E-04,8.12771E-04,8.28094E-04,8.41972E-04,1.02898E-03,1.00157E-03,1.00817E-03,1.19811E-03,1.15152E-03,1.16573E-03,1.38365E-03,1.35164E-03,1.41828E-03,1.52713E-03,1.51084E-03,1.53840E-03
478,1.00150E-04,1.00712E-04,9.97919E-05,2.73784E-04,2.79888E-04,2.79415E-04,4.55597E-04,4.60429E-04,4.64490E-04,6.43847E-04,6.27233E-04,6.45794E-04,8.16153E-04,8.12291E-04,8.30196E-04,1.02338E-03,9.98171E-04,9.99781E-04,1.19169E-03,1.15094E-03,1.17199E-03,1.37722E-03,1.34538E-03,1.39316E-03,1.53553E-03,1.50378E-03,1.53310E-03
479,9.84866E-05,1.00516E-04,9.92347E-05,2.79081E-04,2.77178E-04,2.80969E-04,4.64932E-04,4.57966E-04,4.67329E-04,6.39969E-04,6.27384E-04,6.45178E-04,8.29109E-04,8.04120E-04,8.25283E-04,1.02913E-03,1.00691E-03,1.00335E-03,1.19302E-03,1.17584E-03,1.18789E-03,1.38131E-03,1.36070E-03,1.36432E-03,1.55564E-03,1.52565E-03,1.53490E-03
480,9.83470E-05,1.00412E-04,9.81396E-05,2.80829E-04,2.76639E-04,2.84728E-04,4.72560E-04,4.61528E-04,4.66867E-04,6.51136E-04,6.39801E-04,6.54416E-04,8.36720E-04,8.15168E-04,8.32474E-04,1.03126E-03,1.01899E-03,1.01718E-03,1.19330E-03,1.19921E-03,1.20417E-03,1.37903E-03,1.37593E-03,1.34739E-03,1.55958E-03,1.55240E-03,1.52898E-03
481,9.96042E-05,1.00488E-04,9.74177E-05,2.81698E-04,2.79494E-04,2.89442E-04,4.78693E-04,4.70188E-04,4.67508E-04,6.70248E-04,6.59822E-04,6.69860E-04,8.43970E-04,8.40336E-04,8.53030E-04,1.03428E-03,1.03512E-03,1.04016E-03,1.19918E-03,1.21698E-03,1.21924E-03,1.38138E-03,1.39279E-03,1.35410E-03,1.56357E-03,1.57776E-03,1.53421E-03
482,1.01044E-04,1.00547E-04,9.80941E-05,2.86473E-04,2.84647E-04,2.92280E-04,4.84825E-04,4.78697E-04,4.75089E-04,6.80875E-04,6.75263E-04,6.81739E-04,8.58264E-04,8.61265E-04,8.79860E-04,1.04356E-03,1.05278E-03,1.06405E-03,1.21482E-03,1.22725E-03,1.22653E-03,1.40074E-03,1.41326E-03,1.38288E-03,1.59080E-03,1.59293E-03,1.57144E-03
483,1.02232E-04,1.00820E-04,1.00252E-04,2.95778E-04,2.91098E-04,2.94073E-04,4.92044E-04,4.86779E-04,4.89589E-04,6.82886E-04,6.84285E-04,6.89343E-04,8.79928E-04,8.74165E-04,9.04736E-04,1.06278E-03,1.07201E-03,1.08710E-03,1.24175E-03,1.23688E-03,1.23338E-03,1.43739E-03,1.43882E-03,1.42599E-03,1.64163E-03,1.60543E-03,1.63584E-03
484,1.03705E-04,1.02150E-04,1.03201E-04,3.06530E-04,2.98456E-04,2.99879E-04,5.01882E-04,5.00052E-04,5.05919E-04,6.93853E-04,6.96706E-04,7.02341E-04,9.03648E-04,8.91535E-04,9.19859E-04,1.09586E-03,1.09733E-03,1.11610E-03,1.28106E-03,1.26371E-03,1.26339E-03,1.48202E-03,1.47286E-03,1.47208E-03,1.69618E-03,1.64207E-03,1.69949E-03
485,1.05690E-04,1.04798E-04,1.06248E-04,3.16316E-04,3.06400E-04,3.11543E-04,5.15019E-04,5.20090E-04,5.20687E-04,7.21480E-04,7.17772E-04,7.24945E-04,9.26159E-04,9.20359E-04,9.24627E-04,1.14099E-03,1.13069E-03,1.15196E-03,1.33022E-03,1.31438E-03,1.32430E-03,1.52760E-03,1.51587E-03,1.51475E-03,1.74134E-03,1.71339E-03,1.74627E-03
486,1.08276E-04,1.08308E-04,1.09362E-04,3.26357E-04,3.16522E-04,3.25263E-04,5.33365E-04,5.41979E-04,5.37765E-04,7.54305E-04,7.45946E-04,7.52683E-04,9.54803E-04,9.59572E-04,9.40211E-04,1.19020E-03,1.17488E-03,1.18855E-03,1.38645E-03,1.37774E-03,1.39493E-03,1.58205E-03,1.57078E-03,1.56774E-03,1.79105E-03,1.80242E-03,1.79847E-03
487,1.11763E-04,1.12471E-04,1.12880E-04,3.38742E-04,3.30866E-04,3.38172E-04,5.59288E-04,5.62726E-04,5.61930E-04,7.83146E-04,7.80677E-04,7.82939E-04,9.98319E-04,1.00856E-03,9.86659E-04,1.23951E-03,1.23372E-03,1.22406E-03,1.45064E-03,1.44570E-03,1.45885E-03,1.65596E-03,1.64330E-03,1.64639E-03,1.86334E-03,1.89565E-03,1.88069E-03
488,1.16289E-04,1.17399E-04,1.17139E-04,3.53281E-04,3.48427E-04,3.51421E-04,5.89597E-04,5.86114E-04,5.90721E-04,8.12737E-04,8.21137E-04,8.18403E-04,1.05338E-03,1.06125E-03,1.05322E-03,1.29275E-03,1.29993E-03,1.26816E-03,1.52345E-03,1.51842E-03,1.52277E-03,1.74276E-03,1.73119E-03,1.74052E-03,1.95636E-03,1.98945E-03,1.98068E-03
489,1.22140E-04,1.23501E-04,1.22680E-04,3.69792E-04,3.67991E-04,3.68035E-04,6.20789E-04,6.18811E-04,6.20818E-04,8.53583E-04,8.67982E-04,8.64701E-04,1.11509E-03,1.11263E-03,1.12207E-03,1.35855E-03,1.36602E-03,1.33584E-03,1.60821E-03,1.60148E-03,1.60304E-03,1.83449E-03,1.83299E-03,1.83614E-03,2.06588E-03,2.08744E-03,2.07960E-03
490,1.29241E-04,1.30749E-04,1.29647E-04,3.89295E-04,3.90480E-04,3.89223E-04,6.55287E-04,6.61017E-04,6.55086E-04,9.10707E-04,9.22521E-04,9.22356E-04,1.18544E-03,1.16966E-03,1.19212E-03,1.44247E-03,1.43888E-03,1.42805E-03,1.70770E-03,1.69973E-03,1.70403E-03,1.93812E-03,1.95048E-03,1.94075E-03,2.19504E-03,2.19723E-03,2.18544E-03
491,1.37193E-04,1.38730E-04,1.37821E-04,4.13461E-04,4.18174E-04,4.14634E-04,6.99458E-04,7.07875E-04,7.00498E-04,9.84497E-04,9.86084E-04,9.87701E-04,1.27084E-03,1.24729E-03,1.27405E-03,1.54690E-03,1.53499E-03,1.53481E-03,1.82332E-03,1.81650E-03,1.82040E-03,2.07041E-03,2.08687E-03,2.07637E-03,2.35123E-03,2.32807E-03,2.32451E-03
492,1.45922E-04,1.47460E-04,1.47009E-04,4.43066E-04,4.51291E-04,4.44343E-04,7.54758E-04,7.56912E-04,7.58195E-04,1.07055E-03,1.05898E-03,1.05849E-03,1.37176E-03,1.34863E-03,1.37082E-03,1.66845E-03,1.65746E-03,1.65037E-03,1.95367E-03,1.95143E-03,1.94919E-03,2.23447E-03,2.24055E-03,2.24663E-03,2.53407E-03,2.48766E-03,2.50482E-03
493,1.56288E-04,1.58053E-04,1.57480E-04,4.78735E-04,4.88021E-04,4.80382E-04,8.16945E-04,8.11543E-04,8.22179E-04,1.15988E-03,1.14285E-03,1.13769E-03,1.48299E-03,1.46191E-03,1.47676E-03,1.79919E-03,1.79292E-03,1.78030E-03,2.09822E-03,2.10381E-03,2.09681E-03,2.41799E-03,2.40844E-03,2.43220E-03,2.73775E-03,2.68847E-03,2.71234E-03
494,1.69000E-04,1.71276E-04,1.69592E-04,5.20732E-04,5.27326E-04,5.23943E-04,8.83256E-04,8.75230E-04,8.88570E-04,1.24795E-03,1.23876E-03,1.22860E-03,1.60178E-03,1.57952E-03,1.58907E-03,1.93633E-03,1.93339E-03,1.92985E-03,2.25900E-03,2.27363E-03,2.26884E-03,2.61283E-03,2.59161E-03,2.62100E-03,2.95965E-03,2.93628E-03,2.93686E-03
495,1.83612E-04,1.86011E-04,1.83489E-04,5.66917E-04,5.70112E-04,5.71559E-04,9.55450E-04,9.48008E-04,9.60553E-04,1.34363E-03,1.34261E-03,1.33165E-03,1.73170E-03,1.70832E-03,1.71369E-03,2.09139E-03,2.08956E-03,2.09557E-03,2.44133E-03,2.45787E-03,2.46013E-03,2.82325E-03,2.80002E-03,2.82598E-03,3.20262E-03,3.20565E-03,3.18017E-03
496,1.99385E-04,2.00871E-04,1.99151E-04,6.14831E-04,6.17193E-04,6.19197E-04,1.03550E-03,1.02883E-03,1.04169E-03,1.45625E-03,1.44978E-03,1.44601E-03,1.87618E-03,1.85612E-03,1.85669E-03,2.27525E-03,2.27280E-03,2.27197E-03,2.64943E-03,2.65332E-03,2.66343E-03,3.05451E-03,3.04224E-03,3.06166E-03,3.46855E-03,3.46833E-03,3.44498E-03
